,hotel,star,review,preprocessed_review,date,star_label,helpful,sentiment
3049,제주 센트럴 시티 호텔,5.0,공항 근처에서 머물기 좋았어요,공항 근처에서 머물기 좋았어요,2020-12-27,1.0,1.0,긍정
3050,제주 센트럴 시티 호텔,5.0,깔끔하고 욕조가 있어서 몸 지지고 넘 좋았어요,깔끔하고 욕조가 있어서 몸 지지고 너무 좋았어요,2020-12-27,1.0,1.0,긍정
3051,제주 센트럴 시티 호텔,5.0,깔끔하니 잘쉬다갑니다~주차빼곤 다 좋았어요,깔끔하니 잘 쉬다 갑니다 주차 빼곤 다 좋았어요,2020-12-26,1.0,1.0,긍정
3052,제주 센트럴 시티 호텔,4.0,깨끗하고 친절함 시설은 딱 가격에 걸맞는데 주차하고 빼기가 너무 힘드네요,깨끗하고 친절함 시설은 딱 가격에 걸맞은데 주차하고 빼기가 너무 힘드네요,2020-12-25,1.0,1.0,긍정
3053,제주 센트럴 시티 호텔,5.0,3일 있었는데 불편한점 없었고 좋았어요! 히터도 빨리 따듯해졌구 침대도 푹신했어요,일 있었는데 불편한 점 없었고 좋았어요 히터도 빨리 따듯해졌고 침대도 푹신했어요,2020-12-23,1.0,1.0,긍정
3054,제주 센트럴 시티 호텔,5.0,높은 층이라서 안답답하구 좋았어요 배란다두 있어서 옷 냄새빼기 좋아요,높은 층이라서 안 답답하고 좋았어요 베란다도 있어서 옷 냄새 빼기 좋아요,2020-12-23,1.0,1.0,긍정
3055,제주 센트럴 시티 호텔,4.0,"깨끗한것같으면서도 생각보다 좁고... 방음도 아쉽지만
잘 여행하고 갑니다!",깨끗한 것 같으면서도 생각보다 좁고 방음도 아쉽지만 잘 여행하고 갑니다,2020-12-20,1.0,1.0,긍정
3056,제주 센트럴 시티 호텔,5.0,너무  좋아요  공항이랑  가까워요,너무  좋아요  공항이랑  가까워요,2020-12-18,1.0,1.0,긍정
3057,제주 센트럴 시티 호텔,5.0,공항이랑  가까워서  좋습니다,공항이랑  가까워서  좋습니다,2020-12-18,1.0,1.0,긍정
3058,제주 센트럴 시티 호텔,4.0,다른거 필요 없고 가성비 호텔! 공항 근처에서 잠만 자기엔 딱이에요!! 욕조도 있어요:),다른 거 필요 없고  구성비  호텔 공항 근처에서 잠만 자기엔 딱이에요 욕조도 있어요,2020-12-15,1.0,1.0,긍정
3059,제주 센트럴 시티 호텔,5.0,"생각보다 깔끔하고 침구도 폭신폭신 좋았어요 ㅎㅎ
늦은 비행기타고 제주와서 아침에 나갔지만 잘 쉬다 가요",생각보다 깔끔하고 침구도 폭신폭신 좋았어요 늦은 비행기 타고 제주 와서 아침에 나갔지만 잘 쉬다 가요,2020-12-13,1.0,1.0,긍정
3060,제주 센트럴 시티 호텔,5.0,"침대 객실 화장실 모두 깨끗해서좋았습니다
방음도 좋은거같구요",침대 객실 화장실 모두 깨끗해서 좋았습니다 방음도 좋은 거 같고요,2020-12-13,1.0,1.0,긍정
3061,제주 센트럴 시티 호텔,3.0,객실이 깨끗하고 직원분들도 친절한데 주차가 너무 갑갑합니다 아침에 차빼려고 20분을 기다리는건 좀;;,객실이 깨끗하고 직원분들도 친절한데 주차가 너무 갑갑합니다 아침에 차 빼려고 분을 기다리는 건 좀,2020-12-11,0.0,1.0,부정
3062,제주 센트럴 시티 호텔,2.0,"금연실인데
담배냄새가 너무 많이 났습니다.
그리고 소음이 너무 심합니다.
그러나 욕조가 있는것은 굉장히 좋았습니다.",금연실인데 담배 냄새가 너무 많이 났습니다 그리고 소음이 너무 심합니다 그러나 욕조가 있는 것은 굉장히 좋았습니다,2020-12-11,0.0,1.0,부정
3063,제주 센트럴 시티 호텔,4.0,"딱 호텔느낌 신발신고생활하는호텔이라불편한거빼면
...",딱 호텔 느낌 신발 신고 생활하는 호텔이라 불편한 거 빼면,2020-12-11,1.0,1.0,긍정
3064,제주 센트럴 시티 호텔,1.0,"다 좋은데..객실방음최악임 ㅠ
지금 새벽3시 정신나간가족이 고성방가 지랄중..
저 개돼지들이 조용히해야..잠 잘듯.",다 좋은데 객실 방음 최악임 지금 새벽 시정신 나간 가족이 고성방가 지랄 중저 개돼지들이 조용히 해야 잠 잘듯,2020-12-11,0.0,1.0,부정
3065,제주 센트럴 시티 호텔,5.0,오기전 ㅁㅈㅅㄹ호텔에 다녀왓는데 거기잇다가 요기오니깐 세상 행복햇습니다.행복해서 준 별점이니 오해하지 말아주세요.,오기전 호텔에 다녀왔는데 거기 잇다가 요기 오니깐 세상 행복했습니다 행복해서 준 별점이니 오해하지 말아주세요,2020-12-06,1.0,0.0,긍정
3066,제주 센트럴 시티 호텔,4.0,침구깨끗한건 좋았어요~ 공항이랑 가까워서 좋고 후기보고 주차걱정했는데 주차만차더라구요 ㅜㅜ 무난하게 잠자고 쉬고오기엔 나쁘지않은 숙소입니다!! 괜찮았어요:),침구 깨끗한 건 좋았어요 공항이랑 가까워서 좋고 후기 보고 주차 걱정했는데 주차만 차더라고요  무난하게 잠자고 쉬고 오기엔 나쁘지 않은 숙소입니다 괜찮았어요,2020-12-06,1.0,1.0,긍정
3067,제주 센트럴 시티 호텔,1.0,"정말제주도여행중최악 프론트직원 없다고하면그냥끝
요즘모텔도있는가운없음 잠옷챙겨와서이해했는데 객실수건쓰지마세요 피자국 2장다있어요.한장만이였음실수로인정함ㅡㅡ7일일정중최악으호텔임 와인잔 따게없구 거희필요한거다없음
프론트직원무조건없다고하고끝임 새로주인수건또한 더러움 침구최악 아~귀찬아서 안쓸라다가 씻고넘열받아서 진짜오지마세요2시이후 프론트전화받지도않구ㅡㅡ",정말 제주도 여행 중 최악 프런트 직원 없다고 하면 그냥 끝 요즘 모텔도 있는 가운 없음 잠옷 챙겨 와서 이해했는데 객실 수건 쓰지 마세요 핏자국 장단 있어 요한 장만이었음 실수로 인정함일 일정 중 최악의 호텔임 와인 잔 따게 없고 거의 필요한 거 다 없음 프런트 직원 무조건 없다고 하고 끝임 새로 주인 수건 또한 더러움 침구 최악 아귀찬 아서 안 쓸라다가 씻고 너무 열받아서 진짜 오지 마세요에 이후 프런트 전화받지도 않고,2020-12-06,0.0,1.0,부정
3068,제주 센트럴 시티 호텔,5.0,"가성비 굉장히 좋습니다. 높은 층 보유로 뷰가 한눈에 보이고 고급스러운느낌입니다. 개인적으로 프론트가 2층에 있어서 1층 출입이 불편하지 않았고, 추후에 또 방문할 의향 있습니다.
다만, 객실 내 잘 사용하지 않는 부분에 먼지가 좀 있었고 수건에서 먼지에 뭉친 면봉이 발견되었는데 내부청결에 조금더 신경써주셨으면 합니다!
그럼에도 아주 만족하여 추천합니다!", 구성비  굉장히 좋습니다 높은 층 보유로 경치가 한눈에 보이고 고급스러운 느낌입니다 개인적으로 프런트가 층에 있어서 층 출입이 불편하지 않았고 추후에 또 방문할 의향 있습니다 다만 객실 내 잘 사용하지 않는 부분에 먼지가 좀 있었고 수건에서 먼지에 뭉친 면봉이 발견되었는데 내부 청결에 조금 더 신경 써주셨으면 합니다 그럼에도 아주 만족하여 추천합니다,2020-12-05,1.0,1.0,긍정
3069,제주 센트럴 시티 호텔,4.0,있을것만 있어서 좋은데 옆에 공사해서 아침에 넘 시끄러워요,있을 것만 있어서 좋은데 옆에 공사해서 아침에 너무 시끄러워요,2020-12-03,1.0,1.0,부정
3070,제주 센트럴 시티 호텔,4.0,"담배냄새 올라오는거랑 수압약한것만 빼면
가격대비 최상",담배 냄새 올라오는 거랑 수압 약한 것만 빼면  구성비  최상,2020-12-01,1.0,1.0,긍정
3071,제주 센트럴 시티 호텔,5.0,윗층 더 큰 객실이 있다면서 올려주신 점이 너무 좋았어요. 룸 상태도 깔끔해서 잘 이용했습니다.,위층 더 큰 객실이 있다면서 올려주신 점이 너무 좋았어요 룸 상태도 깔끔해서 잘 이용했습니다,2020-11-30,1.0,1.0,긍정
3072,제주 센트럴 시티 호텔,4.0,"방이 조금 좁고 화장실 커튼이 좀 찝찝한 느낌..

방이 콘센트가 많이없어요ㅠㅠ

나머지는 만족합니다! 주차도 타워에 넣어지구요~더보기",방이 조금 좁고 화장실 커튼이 좀 찝찝한 느낌방이 콘센트가 많이 없어요 나머지는 만족합니다 주차도 타워에 넣어지고요 ,2020-11-29,1.0,1.0,긍정
3073,제주 센트럴 시티 호텔,5.0,"😆가성비 최고, 재방문의사 10000% 친절하고 깨끗!!!", 구성비  최고 재방문의 사  친절하고 깨끗,2020-11-28,1.0,1.0,긍정
3074,제주 센트럴 시티 호텔,1.0,"움 아무리 여기 가격이 싸다지만 청결이 우선이 아닐까요?
욕실 커튼 곰팡이땜에 너무 찝찝했어요 애기가 왔다간걸까 여기저기 낙서도 되어있고 제가 지내봤던 숙소중에 손가락에 두손가락에 꼽을정도로 찝찝했던 욕실.. 개선이 필요하네요 샤워커튼에 곰팡이가 꽤 많이 보이는데 갈아야하지 않을까요?",움 아무리 여기 가격이 싸다지만 청결이 우선이 아닐까요 욕실 커튼 곰팡이 땜에 너무 찝찝했어요 아기가 왔다 간 걸까 여기저기 낙서도 되어있고 제가 지내봤던 숙소 중에 손가락에 두 손가락에 꼽을 정도로 찝찝했던 욕실 개선이 필요하네요 샤워커튼에 곰팡이가 꽤 많이 보이는데 갈아야 하지 않을까요,2020-11-27,0.0,1.0,부정
3075,제주 센트럴 시티 호텔,5.0,아늑하고 난방도 잘 되서 잘 묶었습니다~,아늑하고 난방도 잘 돼서 잘 묶었습니다,2020-11-27,1.0,0.0,긍정
3076,제주 센트럴 시티 호텔,5.0,ㅠㅠ갑자기 카드키를 뽑아도 꽂아도 불이안꺼져서 괴로웠어요,갑자기 카드키를 뽑아도 꽂아도 불이 안 꺼져서 괴로웠어요,2020-11-26,1.0,0.0,긍정
3077,제주 센트럴 시티 호텔,5.0,깔끔하고 좋았습니다. 가성비 넘쳐요!!!!,깔끔하고 좋았습니다  구성비  넘쳐요,2020-11-26,1.0,0.0,긍정
3078,제주 센트럴 시티 호텔,4.0,"깔끔했어요 기계식 주차장이었고 칫솔면도기는 없었어요 
그치만 프론트에서 저렴하게 판매하더라구요
가성비 최고",깔끔했어요 기계식 주차장이었고 칫솔 면도기는 없었어요 그렇지만 프런트에서 저렴하게 판매하더라고 요 구성비  최고,2020-11-25,1.0,1.0,긍정
3079,제주 센트럴 시티 호텔,5.0,"위치접근성이 아주 완벽합니다!!!
그리고 여자친구가 많이 예뻤어요
감사합니다😊",위치 접근성이 아주 완벽합니다 그리고 여자친구가 많이 예뻤어요 감사합니다,2020-11-24,1.0,1.0,긍정
3080,제주 센트럴 시티 호텔,4.0,"욕실청소에 조금 신경쓰셔야 겠어요
프론트는 친절하고 좋아요",욕실 청소에 조금 신경 쓰셔야겠어요 프런트는 친절하고 좋아요,2020-11-24,1.0,1.0,긍정
3081,제주 센트럴 시티 호텔,5.0,주차시설이나 교통이 불편했지만 객실 만족도는 너무 높았어요,주차시설이나 교통이 불편했지만 객실 만족도는 너무 높았어요,2020-11-24,1.0,1.0,긍정
3082,제주 센트럴 시티 호텔,4.0,주차공간이 협소하지만 좋았어요,주차공간이 협소하지만 좋았어요,2020-11-23,1.0,0.0,긍정
3083,제주 센트럴 시티 호텔,3.0,"위치는 진짜 좋아요 주위에 씨유, 지에스 다 있고 카페나 편의시설 다 있습니다 공항에서도 가깝고요. 근데 중국인 대상으로 한 호텔인 듯.. 주의 사항이 한국말보다 중국어로 더 잘 나와있어요 테이블 물티슈로 닦아봤더니 충격적으로 검은 때들이 나왔고 벽에는 알 수 없는 이물질들이 뭍어있었습니다. 이불에는 볼펜 자국이 있었고요. 결항이 돼서 급하게 묵은 숙소라 그냥 참았습니다. 두 번 방문은 안할 듯하네요",위치는 진짜 좋아요 주위에 씨유 지에스 다 있고 카페나 편의시설 다 있습니다 공항에서도 가깝고요 근데 중국인 대상으로 한 호텔인 듯 주의 사항이 한국말보다 중국어로 더 잘 나와있어요 테이블 물티슈로 닦아봤더니 충격적으로 검은 때들이 나왔고 벽에는 알 수 없는 이물질들이 묻어있었습니다 이불에는 볼펜 자국이 있었고요 결항이 돼서 급하게 묵은 숙소라 그냥 참았습니다 두 번 방문은 안 할 듯하네요,2020-11-22,0.0,1.0,부정
3084,제주 센트럴 시티 호텔,4.0,아늑하거 깔끔한 비즈니스 호텔 입니다 ㅎㅎ 공항에서 택시타면 10분!,아늑하고 깔끔한 비즈니스호텔입니다  공항에서 택시 타면 분,2020-11-21,1.0,1.0,긍정
3085,제주 센트럴 시티 호텔,4.0,프론트 정말 친절하셔요 ㅎㅎ 숙소도 깔끔하게 좋네용,프런트 정말 친절하셔요  숙소도 깔끔하게 좋네요,2020-11-21,1.0,1.0,긍정
3086,제주 센트럴 시티 호텔,5.0,"편하게 하루자기 편안하고
편의점도 가깝고 좋았어요",편하게 하루 자기 편안하고 편의점도 가깝고 좋았어요,2020-11-16,1.0,1.0,긍정
3087,제주 센트럴 시티 호텔,3.0,"장점
1. 침대가 푹신하고 좋음 (잠이 잘옴)
2. 보안이 좋음 (카트키를 찍어야만 층에 올라갈 수 있음)
3. 연박이였는데 중간에 청소가 깔끔하게 되어있어서 좋았음
4. 바로 앞에 편의점이 있어서 좋았음

단점
1. 화장할 거울이 하나 없음 (화장실에서 해야함)
2. 너무 답답했음 (창문도 활짝 열리지 않고 뷰가 탁 터있지 않음)
3. 화장실 슬리퍼가 없음 (맨발로 들어가야함)
4. 처음에 들어서자마자 화장실로 들어갔는데 휴지통에 휴지가 있었음 정리가 잘 안되어있었음더보기",장점 침대가 푹신하고 좋음 잠이 잘 옴 보안이 좋음 카드키를 찍어야만 층에 올라갈 수 있음 연 박이었는데 중간에 청소가 깔끔하게 되어있어서 좋았음 바로 앞에 편의점이 있어서 좋았음 단점 화장할 거울이 하나 없음 화장실에서 해야 함 너무 답답했음 창문도 활짝 열리지 않고 경치가 탁 터있지 않음 화장실 슬리퍼가 없음 맨발로 들어가야 함 처음에 들어서자마자 화장실로 들어갔는데 휴지통에 휴지가 있었음 정리가 잘 안 되어있었음 ,2020-11-16,0.0,1.0,부정
3088,제주 센트럴 시티 호텔,5.0,신제주주변이랑 주변에 먹을곳 많아요,실제 주주 변이랑 주변에 먹을 곳 많아요,2020-11-16,1.0,0.0,긍정
3089,제주 센트럴 시티 호텔,4.0,위치가 정말 좋아요 침대가 푹신해서 좋았고 방음은 잘 되는편이었으나 바닥에 깔린 카펫에 먼지제거가 잘 안되는지 비염환자여서 기침이 많이났습니다.,위치가 정말 좋아요 침대가 푹신해서 좋았고 방음은 잘 되는 편이었으나 바닥에 깔린 카펫에 먼지 제거가 잘 안되는지 비염 환자여서 기침이 많이 났습니다,2020-11-14,1.0,1.0,긍정
3090,제주 센트럴 시티 호텔,5.0,주차장에서 안내해주시는 여성분이 너무너무 친절하셔서 좋았어요 감사합니다 다음에 또 올게요!!ㅎ,주차장에서 안내해주시는 여성분이 너무너무 친절하셔서 좋았어요 감사합니다 다음에 또 올게요,2020-11-13,1.0,1.0,긍정
3091,제주 센트럴 시티 호텔,5.0,교통편도 좋았고 청결한게 좋습니다,교통 편도 좋았고 청결한 게 좋습니다,2020-11-13,1.0,1.0,긍정
3092,제주 센트럴 시티 호텔,5.0,데스크 분도 친절하시고 깨끗해서 아이들과 하룻밤 지내기 좋았어요.,데스크 분도 친절하시고 깨끗해서 아이들과 하룻밤 지내기 좋았어요,2020-11-11,1.0,1.0,긍정
3093,제주 센트럴 시티 호텔,5.0,아주 편하게 머물렀습니다 청결도도 만족 근데 욕조 배수구 머리카락 ㅎㅎ,아주 편하게 머물렀습니다 청결도 도 만족 근데 욕조 배수구 머리카락 ,2020-11-10,1.0,1.0,긍정
3094,제주 센트럴 시티 호텔,5.0,잘쉬었다 갑니다 공항하고 가까워서 좋았어요,잘 쉬었다 갑니다 공항하고 가까워서 좋았어요,2020-11-09,1.0,1.0,긍정
3095,제주 센트럴 시티 호텔,5.0,위치는 적당. 내부는 비지니스 호텔. 좋습니다,위치는 적당 내부는 비즈니스호텔 좋습니다,2020-11-09,1.0,0.0,긍정
3096,제주 센트럴 시티 호텔,3.0,후기처럼 샤워커튼 곰팡이 때문에 찝찝했네요 그냥 없애버리는게...15층인데 수압은 짱이네요 하지만 다 노후 되서 깔끔하진 않았어요 슬리퍼는 일회용을 두시는게 ....나을거 같아요 카펫트 청소는 하는걸까하네여 그래도 침구랑은 괜찮아여,후기처럼 샤워커튼 곰팡이 때문에 찝찝했네요 그냥 없애버리는 계층인데 수압은 최고네요 하지만 다 노후돼서 깔끔하진 않았어요 슬리퍼는 일회용을 두시는 게 나을 거 같아요 카펫 청소는 하는 걸까 하네요 그래도 침구랑은 괜찮아요,2020-11-09,0.0,1.0,부정
3097,제주 센트럴 시티 호텔,4.0,생각보다 너무 고급지고 좋았습니다,생각보다 너무 고급 지고 좋았습니다,2020-11-08,1.0,0.0,긍정
3098,제주 센트럴 시티 호텔,4.0,생각보다 너무 고급지고 좋았습니다,생각보다 너무 고급 지고 좋았습니다,2020-11-08,1.0,0.0,긍정
3099,제주 센트럴 시티 호텔,5.0,직원분들도 친절하고 객실도 청결하고 바깥 소음도 없어 잘잤습니다,직원분들도 친절하고 객실도 청결하고 바깥 소음도 없어 잘 잤습니다,2020-11-08,1.0,1.0,긍정
3100,제주 센트럴 시티 호텔,1.0,"어매니티 하나도 없음
별도로 판매한다는 안내도 없음
세단 이외 suv 나 승합차는 외부주차장 이용해야함
에어컨/난방 개별이용 불가능",어메니티 하나도 없음 별도로 판매한다는 안내도 없음 세단 이외  나 승합 차는 외부 주차장 이용해야함에어컨난방 개별 이용 불가능,2020-11-08,0.0,1.0,부정
3101,제주 센트럴 시티 호텔,5.0,"위치 환상적입니다
방도 깨끗하고 다시 머물고 싶네요",위치 환상적입니다 방도 깨끗하고 다시 머물고 싶네요,2020-11-07,1.0,1.0,긍정
3102,제주 센트럴 시티 호텔,2.0,"욕실이 너무 미끄러워요 왜냐면 샤워커튼이 있어도 물이 다 줄줄새서 바닥이 물바다가 돼요 저 말고도 여러사람이 건의한것 같았어요 벽면에 '미끄럼주의'라고 붙어있었거든요

덕분에 샤워할때마다 쪼그려 앉아서 샤워했어요 그래도 물바다됩니다 친구는 심지어 넘어졌어요;;;;

시설도 좀 낙후되었고ㅠㅠ 

돈 더 주고 다른데 갈껄 ㅜㅠ했어요

단 하나 좋았던 점은 주차장직원분은 매우 친절하셨습니다더보기",욕실이 너무 미끄러워요 왜냐면 샤워커튼이 있어도 물이 다 줄줄 새서 바닥이 물바다가 돼요 저 말고도 여러 사람이 건의한 것 같았어요 벽면에 미끄럼 주의라고 붙어있었거든요 덕분에 샤워할 때마다 쪼그려 앉아서 샤워했어요 그래도 물바다 됩니다 친구는 심지어 넘어졌어요 시설도 좀 낙후되었고 돈 더 주고 다른데 갈걸 했어요 단 하나 좋았던 점은 주차장 직원분은 매우 친절하셨습니다 ,2020-11-06,0.0,1.0,부정
3103,제주 센트럴 시티 호텔,5.0,제주에 갈때마다 머무는곳인데..  시설이 깔끔하고 시내에 위치하고있어서 교통도 편리하고 좋았어요~^^  이번에 갔을땐 무료로 업그래이드해주셔서 더 감사했습니다. 또 올께요~^^,제주에 갈 때마다 머무는 곳인데  시설이 깔끔하고 시내에 위치하고 있어서 교통도 편리하고 좋았어요  이번에 갔을 땐 무료로 업그레이드해주셔서 더 감사했습니다 또 올게요,2020-11-06,1.0,1.0,긍정
3104,제주 센트럴 시티 호텔,4.0,약간 방음이 안되는거 외엔 다 만족했어요,약간 방음이 안되는 거 외엔 다 만족했어요,2020-11-03,1.0,0.0,긍정
3105,제주 센트럴 시티 호텔,4.0,침대가 편리해서  숙면을 취하는데  아주  좋았어요,침대가 편리해서  숙면을 취하는데  아주  좋았어요,2020-11-02,1.0,0.0,긍정
3106,제주 센트럴 시티 호텔,4.0,"사진보다는 오래된 느낌이지만, 위치도 좋고 가성비 좋은 숙소였습니다:) 또 방문할래요",사진보다는 오래된 느낌이지만 위치도 좋고  구성비  좋은 숙소였습니다 또 방문할래요,2020-11-01,1.0,1.0,긍정
3107,제주 센트럴 시티 호텔,3.0,직원이 별로 없어 체크인 하는것도 오래걸리고 주차하는데 너무 불편함,직원이 별로 없어 체크인하는 것도 오래 걸리고 주차하는데 너무 불편함,2020-11-01,0.0,1.0,부정
3108,제주 센트럴 시티 호텔,5.0,"교통 편리해서 좋았습니다.
숙소도 청결했습니다.
방안에 거울이 없고 조명도 어두워서 조금 불편했습니다.",교통 편리해서 좋았습니다 숙소도 청결했습니다 방 안에 거울이 없고 조명도 어두워서 조금 불편했습니다,2020-10-29,1.0,1.0,긍정
3109,제주 센트럴 시티 호텔,5.0,"아침 비행기라 잠만 자러 간 곳인데,
그게 아까울 정도로 너무 깔끔했고 고급스러웠어요!

아침에 공항 가는 위치도 좋았고
가족들 모두 좋아했습니다 다음에 또 이용할게요~!더보기",아침 비행기라 잠만 자러 간 곳인데 그게 아까울 정도로 너무 깔끔했고 고급스러웠어요 아침에 공항 가는 위치도 좋았고 가족들 모두 좋아했습니다 다음에 또 이용할게요 ,2020-10-28,1.0,1.0,긍정
3110,제주 센트럴 시티 호텔,5.0,"모든게 좋았습니다  
근데 우풍이 좀있는 편이네요",모든 게 좋았습니다  근데 외풍이 좀 있는 편이네요,2020-10-24,1.0,0.0,긍정
3111,제주 센트럴 시티 호텔,5.0,"아기자기하게 있을거다있고
시설편하고깔끔해요~~^^",아기자기하게 있을 거 다 있고 시설 편하고 깔끔해요,2020-10-24,1.0,1.0,긍정
3112,제주 센트럴 시티 호텔,5.0,"이 가격에 이 위치에 이런 깨끗함이??
혼여와서 묶었는데 근처 숙소중에 제일 만족했습니다",이 가격에 이 위치에 이런 깨끗함 이혼여와서 묶었는데 근처 숙소 중에 제일 만족했습니다,2020-10-23,1.0,1.0,긍정
3113,제주 센트럴 시티 호텔,5.0,"고층 더블트윈룸으로 업글받았구요
버스정류장 바로 앞이라 편했어요",고층 더블 트윈룸으로 업글 받았고요 버스정류장 바로 앞이라 편했어요,2020-10-22,1.0,1.0,긍정
3114,제주 센트럴 시티 호텔,3.0,담배냄세 나는거 빼고는 괜찮아요,담배 냄새 나는 거 빼고는 괜찮아요,2020-10-22,0.0,0.0,긍정
3115,제주 센트럴 시티 호텔,5.0,객실 업그레이드 해줘서 편히 쓰다 갑니다,객실 업그레이드해줘서 편히 쓰다 갑니다,2020-10-21,1.0,1.0,긍정
3116,제주 센트럴 시티 호텔,5.0,서울서 갔지요. 욕실 블라인드고장 호텔옆에 카페가 있어서 시간 때우기  좋앗어요,서울서 갔지요 욕실 블라인드 고장 호텔 옆에 카페가 있어서 시간 때우기  좋았어요,2020-10-20,1.0,0.0,긍정
3117,제주 센트럴 시티 호텔,3.0,주차타워라 주차는 좀 불편하고 숙소는 괜찮았너요,주차타워라 주차는 좀 불편하고 숙소는 괜찮았나요,2020-10-19,0.0,1.0,긍정
3118,제주 센트럴 시티 호텔,5.0,숙소 좋습니다 깔끔하고 ㅎㅎ 잘쉬다갑니다,숙소 좋습니다 깔끔하고  잘 쉬다 갑니다,2020-10-19,1.0,0.0,긍정
3119,제주 센트럴 시티 호텔,5.0,아주좋습니당 컨디션이나 위치 시설 다만족합니다,아주 좋습니다 컨디션이나 위치 시설 다 만족합니다,2020-10-18,1.0,1.0,긍정
3120,제주 센트럴 시티 호텔,4.0,가성비짱이에요 침구류도 깨끗하고 욕조에 물받아서 힐링했어요, 구성비  배짱이에요 침구류도 깨끗하고 욕조에 물 받아서 힐링했어요,2020-10-15,1.0,1.0,긍정
3121,제주 센트럴 시티 호텔,4.0,"깔끔하고접근성좋은호텔
다음에제주오면 이용할것임",깔끔하고 접근성 좋은 호텔 다음에 제주 오면 이용할 것임,2020-10-15,1.0,1.0,긍정
3122,제주 센트럴 시티 호텔,5.0,저렴한 가격대비 시설이 괜찮았습니다. 주차공간도 넉넉하고 방도괜찮았습니다.,저렴한  구성비  시설이 괜찮았습니다 주차공간도 넉넉하고 방도 괜찮았습니다,2020-10-14,1.0,1.0,긍정
3123,제주 센트럴 시티 호텔,5.0,위치가 좋아요 이곳 저곳 다닐 수 있어서 편했고 침대나 화장실도 깨끗했습니다ㅎㅎ 제가 머물렀던 방은 야경이 그렇게 예쁘진 않았지만 그래도 나쁘지 않았어요 다만 가운만 있으면 더 좋을것 같습니다,위치가 좋아요 이곳저곳 다닐 수 있어서 편했고 침대나 화장실도 깨끗했습니다 제가 머물렀던 방은 야경이 그렇게 예쁘진 않았지만 그래도 나쁘지 않았어요 다만 가운만 있으면 더 좋을 것 같습니다,2020-10-13,1.0,1.0,긍정
3124,제주 센트럴 시티 호텔,4.0,"베개랑 이불상태 좋았어요.
칫솔 등 비품은 따로 없어서 챙겨가시면 돼요",베개랑 이불 상태 좋았어요 칫솔 등 비품은 따로 없어서 챙겨가시면 돼요,2020-10-13,1.0,1.0,긍정
3125,제주 센트럴 시티 호텔,1.0,"침구에 피가 묻어있었어요..
객실안에 의자에도 패브릭이라 세탁을 못했는지
얼룩이 있었구요ㅠㅠ 
방음이 너무 안되서 3일 내내 자다가 깨고 반복했습니다
프론트에 남자분은 서비스 업무에 종사하시는 분 같지가 않았어요
식당 주인 아저씨 같이 말투들이 굉장히 불쾌했어요
후기에 직원들이 불친절 하단 후기가 많이 보이는데
시정되지가 않나봐요 
주 손님들이 중국인들이라 그런건지
호텔에서 이런 직원들 처음 봅니다..
후기에서 불친절하단 남자 직원이 
제가 생각하는 분과 같은거 같아요
말을 해도 대답도 안하고 재차 물어봐야 예? 이런식이고
되게 성의가 없어요 ..  돈 벌기 귀찮은가봐요
기본적인 서비스들을 기대한게 큰 기대였나봐요 ㅠ
호텔에서 받은 응대 부분에서 굉장히 아쉬워요
침구류들도 꼼꼼히 관리하셔야 할 듯 합니다더보기",침구에 피가 묻어있었어요 객실 안에 의자에도 패브릭이라 세탁을 못했는지 얼룩이 있었고요 방음이 너무 안돼서 일 내내 자다가 깨고 반복했습니다 프런트에 남자분은 서비스 업무에 종사하시는 분 같지가 않았어요 식당 주인아저씨같이 말투들이 굉장히 불쾌했어요 후기에 직원들이 불친절 하단 후기가 많이 보이는데 시정되지가 않나 봐요 주 손님들이 중국인들이라 그런 건지 호텔에서 이런 직원들 처음 봅니다 후기에서 불친절하단 남자 직원이 제가 생각하는 분과 같은 거 같아요 말을 해도 대답도 안 하고 재차 물어봐야 예 이런 식이 고되게 성의가 없어요   돈 벌기 귀찮은가 봐요 기본적인 서비스들을 기대한 게 큰 기대였나 봐요 호텔에서 받은 응대 부분에서 굉장히 아쉬워요 침구류들도 꼼꼼히 관리하셔야 할 듯합니다 ,2020-10-09,0.0,1.0,부정
3126,제주 센트럴 시티 호텔,5.0,저렴한 가격에 잘 쉬다가네요,저렴한 가격에 잘 쉬다 가네요,2020-10-07,1.0,1.0,긍정
