,hotel,star,review,preprocessed_review,date
2445,호텔 시리우스 제주,1,"방음이 참....정말 안되더군요. 문 밖이 소리가 너무 잘 들립니다. 중문이라도 하나 다시는걸 호텔측에 적극 추천 드립니다. 방간 소음은 별로 없는데(케바케지만) 문밖에서 누가 지나가는지 다 들려요.
요즘 대부분 칫솔치약면도기를 챙겨주는데 여긴 다 사야 하더군요(싸지도 않아요 2000/1000/1000원)
수영장은 따로 이용 안했는데 수영장에 수영모 없으면 그것도 사야한다는 후기가 많나서 애초에 포기했습니다.
지니스 호텔을 지향하는듯한데 최소한 세면도구는 서비스가 되야하지 않을까요.
암튼....자려다가 밖에서 또 손님들 지나가는 소리에 잠께서 후기나 올리고 있습니다. 1박만 하길 천만 다행이라 생각중....
ps. 그리고 에어컨은 어딧나요 ㅡㅡ...더위를 많이타서 에어컨 쓰려고 한참 찾았는데도 못찾아서 문열고 자려했더니 모기가....아오......더보기",방음이 참 정말 안되더군요 문 밖이 소리가 너무 잘 들립니다 중문이라도 하나 다시는 걸 호텔 측에 적극 추천드립니다 방간 소음은 별로 없는데케바케지만 문밖에서 누가 지나가는지 다 들려요 요즘 대부분 칫솔치약 면도기를 챙겨주는데 여긴 다 사야 하더군요 싸지도 않아요 원수 영장은 따로 이용 안 했는데 수영장에 수영모 없으면 그것도 사야 한다는 후기가 만나서 애초에 포기했습니다 지니스 호텔을 지향하는듯한데 최소한 세면도구는 서비스가 돼야 하지 않을까 요암 튼 자려다가 밖에서 또 손님들 지나가는 소리에 잠께서 후기나 올리고 있습니다 박만 하길 천만다행이라 생각 중 그리고 에어컨은 어딨나요 더위를 많이 타서 에어컨 쓰려고 한참 찾았는데도 못 찾아서 문 열고 자려 했더니 모기가 아 온 ,2020-10-25
2446,호텔 시리우스 제주,5,지낮 최고으ㅖ요 또 이용할거예됴,질 낮 최고의ㅖ요 또 이용할 거 예도,2020-10-24
2447,호텔 시리우스 제주,5,"제주공항이랑 가깝고 객실도 깨끗하고 수영장도 적당히 놀기좋았습니다.
조식은 종류가 조금적어서  아쉽지만 그래도 먹을만했어요",제주공항이랑 가깝고 객실도 깨끗하고 수영장도 적당히 놀기 좋았습니다 조식은 종류가 조금 적어서  아쉽지만 그래도 먹을만했어요,2020-10-23
2448,호텔 시리우스 제주,5,호텔 굿! 또 묵고 싶네요 깔끔하고 좋음!,호텔 굿 또 묵고 싶네요 깔끔하고 좋음,2020-10-20
2449,호텔 시리우스 제주,5,조식도 다양하게 맛있고 수영장도 좋습니다. 프론트 직원분들도 친절하고 객실도 깨끗해요~ 다음에도 이용할 의사 있습니다.,조식도 다양하게 맛있고 수영장도 좋습니다 프런트 직원분들도 친절하고 객실도 깨끗해요 다음에도 이용할 의사 있습니다,2020-10-20
2450,호텔 시리우스 제주,5,가족과 함께 하루 편히 쉬고 가요,가족과 함께 하루 편히 쉬고 가요,2020-10-19
2451,호텔 시리우스 제주,4,"괜찮았는데 ,
환풍기소리인건지 엄청 크게들리고...
방음도;;",괜찮았는데 환풍기 소리인 건지 엄청 크게 들리고 방음도,2020-10-16
2452,호텔 시리우스 제주,5,정말 서비스가 좋고 청결한 호텔입니다.,정말 서비스가 좋고 청결한 호텔입니다,2020-10-11
2453,호텔 시리우스 제주,3,"후기보고 머물게 됐는데,
괜찮았어요.
객실은깨끗하고, 침대상태도좋았어요!
건물외관구조상 창이 작아요.
이상하게 물이 참좋은 느낌이었어요.
샴푸만해도. 머릿결이부드러워요.더보기",후기 보고 머물게 됐는데 괜찮았어요 객실은 깨끗하고 침대 상태도 좋았어요 건물 외관 구조상 창이 작아요 이상하게 물이 참 좋은 느낌이었어요 샴푸만 해도 머릿결이 부드러워요 ,2020-10-10
2454,호텔 시리우스 제주,5,"요즘 비싼 숙박비, 4성급에도 불구하고 가격이 합리적이네요. 만족했습니다.",요즘 비싼 숙박비 성급에도 불구하고 가격이 합리적이네요 만족했습니다,2020-10-10
2455,호텔 시리우스 제주,5,"아주깨끗하고 수영장도 깨끗하고 미온수라 아기랑 놀기 너무 좋았어요
아쉬운점은 생각보다 방이 아담했다는거ㅎㅎㅎ",아주 깨끗하고 수영장도 깨끗하고 미온수라 아기랑 놀기 너무 좋았어요 아쉬운 점은 생각보다 방이 아담했다는 거,2020-10-05
2456,호텔 시리우스 제주,5,가격대비 매우 만족스러웠습니다!!,  구성비   매우 만족스러웠습니다,2020-09-28
2457,호텔 시리우스 제주,4,깨끗하고 좋아요!! 다음에 또 갈려구요!,깨끗하고 좋아요 다음에 또 갈려고요,2020-09-28
2458,호텔 시리우스 제주,4,"수영장은 수영모 없으면 이용 못하고 대여라도 있으면 좋은데 판매는 하시더라구요
객실도 좀 작았지만 가성비 괜찮다고 생각해요",수영장은 수영모 없으면 이용 못하고 대여라도 있으면 좋은데 판매는 하시더라고요 객실도 좀 작았지만   구성비   괜찮다고 생각해요,2020-09-27
2459,호텔 시리우스 제주,3,"기대 대비 별로였습니다. 하지만 위치는 만족해요.
근처에 빵집 맛나요.",기대 대비 별로였습니다 하지만 위치는 만족해요 근처에 빵집 맛나요,2020-09-23
2460,호텔 시리우스 제주,4,"방음 안좋다는 후기 많아서 조용한 룸으로 요청했는데, 너무 벽뷰였어요. 수영장에서 락스? 하수구 냄새도 좀 나고요.

기대를 많이 했나봐요.....",방음 안 좋다는 후기 많아서 조용한 룸으로 요청했는데 너무 벽 경치였어요 수영장에서 락스 하수구 냄새도 좀 나고요 기대를 많이 했나 봐요,2020-09-23
2461,호텔 시리우스 제주,5,"굉장히 깨끗하고 좋았습니다
거의 두배 가까이하는 이름있는 호텔보다 훨씬 낫더군요
깨끗하고 친절하고 청결하고 위치도 아주 좋았구요
또 묵을 생각있습니다",굉장히 깨끗하고 좋았습니다 거의 두 배 가까이하는 이름있는 호텔보다 훨씬 낫더군요 깨끗하고 친절하고 청결하고 위치도 아주 좋았고요 또 묵을 생각 있습니다,2020-09-23
2462,호텔 시리우스 제주,4,편의점도 옆에있구 공항이랑 가까워서 좋아요,편의점도 옆에 있고 공항이랑 가까워서 좋아요,2020-09-22
2463,호텔 시리우스 제주,5,"좋습니다 가성비갑
제주 첫날 마지막날 이용하기 최적화",좋습니다 기성 비갑 제주 첫날 마지막 날 이용하기 최적화,2020-09-21
2464,호텔 시리우스 제주,5,제주방문시 항상오는곳 아주좋아요.,제주 방문 시 항상 오는 곳 아주 좋아요,2020-09-13
2465,호텔 시리우스 제주,5,주변에 차가많긴한데 가성비좋은 호텔임,주변에 차가 많긴 한데   구성비   좋은 호텔임,2020-09-13
2466,호텔 시리우스 제주,5,"우왕~~~너무 좋았어요~~~
다시 제주도 오면  또 들리구 싶어용~~~~최공!!",우왕 너무 좋았어요 다시 제주도 오면  또 들리고 싶어요 최공,2020-09-13
2467,호텔 시리우스 제주,5,"차로 이동하기 좋은 위치였는데 걸어서 식당찾기는 많지않았어요~! 근처에 시청쪽에 먹을곳이 많았어요
숙소 청결이나 친절면에서 좋았어요
공항근처라 마지막날 숙소였는데 오래머물지 않았지만
가격대비 갠찮았어요",차로 이동하기 좋은 위치였는데 걸어서 식당 찾기는 많지 않았어요 근처에 시청 쪽에 먹을 곳이 많았어요 숙소 청결이나 친절 면에서 좋았어요 공항 근처라 마지막 날 숙소였는데 오래 머물지 않았지만   구성비   괜찮았어요,2020-09-11
2468,호텔 시리우스 제주,5,가성비 좋은 호텔 입니다~ 매우 만족!,  구성비   좋은 호텔입니다 매우 만족,2020-09-07
2469,호텔 시리우스 제주,5,객실 컨디션도 좋고 안락하고 화장실도 깨끗하고 수영장도 너무 좋았어요 일층에 편의점이 있어서 편했고 조식도 맛있었어요!,객실 컨디션도 좋고 안락하고 화장실도 깨끗하고 수영장도 너무 좋았어요 일층에 편의점이 있어서 편했고 조식도 맛있었어요,2020-09-04
2470,호텔 시리우스 제주,5,숙소가 공항근처에 있어서 아침 비행기를 타기 편했습니다~! 안에 시설도 깨끗하고 좋아서 편하게 쉬다가 갑니다~!,숙소가 공항 근처에 있어서 아침 비행기를 타기 편했습니다 안에 시설도 깨끗하고 좋아서 편하게 쉬다가 갑니다,2020-09-02
2471,호텔 시리우스 제주,5,너무 깔끔하고 편했습니다 딱 태풍이 지나갈때 있었지만 정말 개운하게 자다 온것 같네여! 다만 체크인이나 체크아웃할때 호텔 카운터에 계시던 분은 친절도가 좀 떨어져여 ㅎ,너무 깔끔하고 편했습니다 딱 태풍이 지나갈 때 있었지만 정말 개운하게 자다 온 것 같네요 다만 체크인이나 체크아웃할 때 호텔 카운터에 계시던 분은 친절도가 좀 떨어져요,2020-09-01
2472,호텔 시리우스 제주,5,직원분들이 너무 친절하셨어요,직원분들이 너무 친절하셨어요,2020-09-01
2473,호텔 시리우스 제주,5,쾌적하고 너무 편하게 지내다왔습니다,쾌적하고 너무 편하게 지내다 왔습니다,2020-09-01
2474,호텔 시리우스 제주,5,깔끔하고 위치도좋아서 공항가기좋인요,깔끔하고 위치도 좋아서 공항 가기 좋은 요,2020-08-30
2475,호텔 시리우스 제주,5,수영장도 있고 방도 깔끔해서 좋았어요,수영장도 있고 방도 깔끔해서 좋았어요,2020-08-27
2476,호텔 시리우스 제주,4,룸도 좋고 호텔도 좋은데 수영장 관리가 잘 안되는거 같아요 직원분 한두명이서 관리하시는거 같은데 너무 바쁘시고 호텔에 비해서 탈수기가 너무 낡았어요..,룸도 좋고 호텔도 좋은데 수영장 관리가 잘 안되는 거 같아요 직원분 한두 명이서 관리하시는 거 같은데 너무 바쁘시고 호텔에 비해서 탈수기가 너무 낡았어요,2020-08-25
2477,호텔 시리우스 제주,5,위치가 너무 좋았어요 주요 관광지들에 뚜벅이로 접근하기가 정말 좋았습니다 버스정류장도 완전 근접해있고 좋더라구요 시설이 완전 새것느낌은 아니지만 이용하기에 불편함 없이 편안했습니다 어메니티가 생각보다 괜찮았어요 여자 셋이 묵었는데 특히 엄마가 유독 시리우스를 마음에 들어하더라구요 재방문시에도 가자고 그러네요 물건을 놓고 서울에 와버렸는데 며칠이 지났는데도 잘 보관해주셔서 뒤늦게 안도했어요 서비스도 좋구요 근처에 바로 편의점이 있는것도 참 편리합니다 칫솔치약은 가지고 가셔야해요 3인이 예약했는데 수건을 계속 2장씩 준비해주셔서 그것만 좀 아쉬웠고 나머지는 참 좋았어요 다들 귀찮아서 그냥 사용했지만요 ㅋㅋㅋㅋ,위치가 너무 좋았어요 주요 관광지들에 뚜벅이로 접근하기가 정말 좋았습니다 버스정류장도 정말 근접해있고 좋더라고요 시설이 완전 새것 느낌은 아니지만 이용하기에 불편함 없이 편안했습니다 어메니티가 생각보다 괜찮았어요 여자 셋이 묵었는데 특히 엄마가 유독 시리우스를 마음에 들어 하더라고요 재방문 시에도 가자고 그러네요 물건을 놓고 서울에 와버렸는데 며칠이 지났는데도 잘 보관해주셔서 뒤늦게 안도했어요 서비스도 좋고요 근처에 바로 편의점이 있는 것도 참 편리합니다 칫솔치약은 가지고 가셔야 해요 인이 예약했는데 수건을 계속 장씩 준비해주셔서 그것만 좀 아쉬웠고 나머지는 참 좋았어요 다들 귀찮아서 그냥 사용했지만요 ,2020-08-23
2478,호텔 시리우스 제주,5,"깨끗하고 위치도 좋네요 공항근처라 움직임도 편하고
수영장도 냉수 온수 있어서 매우좋네요",깨끗하고 위치도 좋네요 공항 근처라 움직임도 편하고 수영장도 냉수 온수 있어서 매우 좋네요,2020-08-23
2479,호텔 시리우스 제주,5,깔끔하고 호텔 앞 제주육대표 할인되는 프로모션 있음,깔끔하고 호텔 앞 제주 유대표 할인되는 프로모션 있음,2020-08-22
2480,호텔 시리우스 제주,4,"수영장 보고 가긴했는데, 가족은 추천 커플은 비추",수영장 보고 가긴 했는데 가족은 추천 커플은 비추,2020-08-22
2481,호텔 시리우스 제주,5,제주도 와서 정말 저렴하고 좋은 호텔에 머물다 갑니다,제주도 와서 정말 저렴하고 좋은 호텔에 머물다 갑니다,2020-08-22
2482,호텔 시리우스 제주,4,작년에 공항에서 너무 가까워서 이번에도 잡았는데 너무 깔끔하고 시설도 근처에서 제일 괜찮은 것 같아서 좋아요!!,작년에 공항에서 너무 가까워서 이번에도 잡았는데 너무 깔끔하고 시설도 근처에서 제일 괜찮은 것 같아서 좋아요,2020-08-21
2483,호텔 시리우스 제주,5,담에  또 이용할게요  잘쉬다갑니다,담에  또 이용할게요  잘 쉬다 갑니다,2020-08-20
2484,호텔 시리우스 제주,5,공항하고도 가깝고 주차장도 넓고 방도 깨끗했습니다~,공항하고도 가깝고 주차장도 넓고 방도 깨끗했습니다,2020-08-16
2485,호텔 시리우스 제주,5,호텔 수영장부터가 짱이었던거 같아요!! 다음에도 갈예졍😊,호텔 수영장부터가 장이었던 거 같아요 다음에도 갈 예정,2020-08-16
2486,호텔 시리우스 제주,5,그냥저냥  소소  수영장은 가성비 좋읏 편,그냥저냥  소소  수영장은   구성비   좋읏 편,2020-08-13
2487,호텔 시리우스 제주,5,"세미스위트 넓고 조아요^^ 스파도 해서 노곤노곤 하니
꿀잠 잣어요",세미 스위트 넓고 좋아요 스파도 해서 노곤노곤하니 꿀잠 잤어요,2020-08-11
2488,호텔 시리우스 제주,4,깔끔하고 좋아요 제주시에 묵을때 좋을 거 같네요,깔끔하고 좋아요 제주시에 묵을 때 좋을 거 같네요,2020-08-11
2489,호텔 시리우스 제주,1,"자.. 일단 세면도구가 치약, 칫솔, 폼 클렌징, 샤워타올 없구요 필요한 이용시설 세탁실 3000원 돈주고 이용해야 되고 수영장 수영모 밖에 안되는 걸 강조해주셧으면 얼마나 좋앗을 까.. 수영모 대여 3000원 들엇고요 냉장고에 음료수도 없어요..냉장고에 물 2개 있구요..욕실 슬리퍼도 없어요.. 엘리베이터 층 수 표시 없구요..없어서 언제 오는지 모르네요..객실에 컴퓨터 없구요..그리고 생각보다 좁아서 너무 놀랐어요 수영장도 좁더라구요.. 제가 기대를 너무 했네요.. 그외엔 깔끔은 합니다;; 아 음료수 있긴 해요 1층에...",자 일단 세면도구가 치약 칫솔 폼 클렌징 샤워타월 없고요 필요한 이용시설 세탁실 원 돈 주고 이용해야 되고 수영장 수영모 밖에 안되는 걸 강조해주셨으면 얼마나 좋았을까 수영모 대여 원 들었고요 냉장고에 음료수도 없어요 냉장고에 물 개 있고요 욕실 슬리퍼도 없어요 엘리베이터 층수 표시 없고요 없어서 언제 오는지 모르네요 객실에 컴퓨터 없고요 그리고 생각보다 좁아서 너무 놀랐어요 수영장도 좁더라고요 제가 기대를 너무 했네요 그 외엔 깔끔은 합니다 아 음료수 있긴 해요 층에,2020-08-10
2490,호텔 시리우스 제주,5,"공항이랑도 가깝고 호텔 시설도 너무 좋았어요 !
가운, 세신용품 다 있어요 !",공항이랑도 가깝고 호텔 시설도 너무 좋았어요 가운 세신 용품 다 있어요 ,2020-08-08
2491,호텔 시리우스 제주,4,가성비 좋아요.조식도 괜찮았어요^-^,  구성비   좋아요 조식도 괜찮았어요,2020-08-07
2492,호텔 시리우스 제주,5,수영장이 실내라 비와도 좋아요,수영장이 실내라 비 와도 좋아요,2020-08-07
2493,호텔 시리우스 제주,3,"호텔이라 보기엔 디자인 빼고 객실은 너무비좁은  모텔같았음
깨끗한것은  인정 하지만 답답한 객실형태 다시 이용할 생각은 크게없음... 이정도 비용이면 제주시 근처에 많은듯합니다.",호텔이라 보기엔 디자인 빼고 객실은 너무 비좁은  모텔 같았으면 깨끗한 것은  인정하지만 답답한 객실형태 다시 이용할 생각은 크게 없음 이 정도 비용이면 제주시 근처에 많은듯합니다,2020-08-02
2494,호텔 시리우스 제주,3,"호텔자체는 괜찮은데 일박에 십오만이상 썼는데 치약칫솔도 구매해야하는게 별로네요 
커튼밑 먼지는 청결치 못한 부분이 아쉬웠어요",호텔 자체는 괜찮은데 일박에 십오만 이상 썼는데 치약 칫솔도 구매해야 하는 게 별로네요 커튼밑 먼지는 청결치 못한 부분이 아쉬웠어요,2020-08-01
2495,호텔 시리우스 제주,5,시설도 좋고 직원분들이 모두 친절하셔서 편하게 있다갑니다~,시설도 좋고 직원분들이 모두 친절하셔서 편하게 있다 갑니다,2020-07-30
2496,호텔 시리우스 제주,5,너무 좋았습니다~ 조식더 너무 맛있어요~,너무 좋았습니다 조식 더 너무 맛있어요,2020-07-29
2497,호텔 시리우스 제주,5,공항에서 가깝고 시설도 깔끔해서 좋아요,공항에서 가깝고 시설도 깔끔해서 좋아요,2020-07-25
2498,호텔 시리우스 제주,4,"편하고 좋았어요~!
다음에는 좀 더 높은 층 이용해봐야겠어요 ㅎㅎㅎ",편하고 좋았어 요다음에는 좀 더 높은 층 이용해봐야겠어요 ,2020-07-24
2499,호텔 시리우스 제주,5,샤워실에서 하수구냄세 살짝나는거 빼고는 좋았습니다~~,샤워실에서 하수구 냄새 살짝 나는 거 빼고는 좋았습니다,2020-07-24
2500,호텔 시리우스 제주,4,"주차공간 부족, 방음이 잘 안돼요 나머지는 좋아요",주차공간 부족 방음이 잘 안돼요 나머지는 좋아요,2020-07-16
2501,호텔 시리우스 제주,3,"번화가쪽에 위치해서 맛집도 가깝고 편의점도 가까워요.
무엇보다 공항이랑 가까워서 좋았어요.",번화가 쪽에 위치해서 맛 집도 가깝고 편의점도 가까워요 무엇보다 공항이랑 가까워서 좋았어요,2020-07-16
2502,호텔 시리우스 제주,5,공항이랑도 가깝고 근처에 맛집도 꽤 있어서 위치가 좋았어요! 내부 시설도 좋고 수영장도 실내라 잘 논거 같아요 굳굳,공항이랑도 가깝고 근처에 맛 집도 꽤 있어서 위치가 좋았어요 내부 시설도 좋고 수영장도 실내라 잘 논거 같아요 굳굳,2020-07-14
2503,호텔 시리우스 제주,5,"공항근처라 아침에 공항가는분들은 좋습니다.
티테이블이 있어 간단하게 뭘먹기좋고 친절합니다.",공항 근처라 아침에 공항 가는 분들은 좋습니다 티 테이블이 있어 간단하게 뭘 먹기 좋고 친절합니다,2020-07-13
2504,호텔 시리우스 제주,5,저 제주오몀 여기밖에 안갑니다 ㅎㅎ,저 제주오몀 여기밖에 안 갑니다,2020-07-10
2505,호텔 시리우스 제주,5,정말 최고입니다 두말할 필요가없어요,정말 최고입니다 두말할 필요가 없어요,2020-07-10
2506,호텔 시리우스 제주,5,공항에서 버스타도 택시타도 가까운 곳에 있어요~침대가 너무 좋아요~베개도 푹신푹신 이불도 포근하구 잠이 정말~잘오더라구요~ 잠자는거에 예민한편인데 아주 좋습니다~건물이 예쁘고 화장실에 달린 거울이 있는데 중간에  깨서 일어나도 상대에게 불편함을 주지않고 볼일을 볼 수있는 용도인듯합니다~ 화장실문하나로 옷장문이 되기도 하고 센스오짐~ 다른호텔들은 안전고리도 없는데 여긴 안전고리까지~^^여기호텔의 장점이 수영장이라던데 담에 오면 이용해보도록하죠~그리고 친절하고 깨끗하고 집에 가기 싫네요ㅠㅠ 아참!호텔 근처에 육대표 고기집이 있는데 호텔 근방에 있어요~고기도 신선하고 혼자와도 가서 먹을 수있고 좋아요~다만 모기가 들어왔는지 급하게 모기약 뿌리긴했는데 잡아주셔야할듯요 그담 사람도 모기밥될수있어요ㅠㅠ612호  모기있어요~,공항에서 버스 타도 택시 타도 가까운 곳에 있어요 침대가 너무 좋아요 베개도 푹신푹신 이불도 포근하고 잠이 정말 잘 오더라고요 잠자는 거에 예민한 편인데 아주 좋습니다 건물이 예쁘고 화장실에 달린 거울이 있는데 중간에  깨서 일어나도 상대에게 불편함을 주지 않고 볼일을 볼 수 있는 용도인듯합니다 화장실 문 하나로 옷장 문이 되기도 하고 센스 오짐 다른 호텔들은 안전고리도 없는데 여긴 안전고리까지 여기 호텔의 장점이 수영장이라던데 담에 오면 이용해보도록 하죠 그리고 친절하고 깨끗하고 집에 가기 싫네요 아 참 호텔 근처에 윤대표 고깃집이 있는데 호텔 근방에 있어요 고기도 신선하고 혼자와도 가서 먹을 수 있고 좋아요 다만 모기가 들어왔는지 급하게 모기약 뿌리긴 했는데 잡아주셔야 할 듯요 그담 사람도 목이 밥 될 수 있어요 호  모기 있어요,2020-07-10
2507,호텔 시리우스 제주,4,생긴지 그리 오래되지 않아서 그런지 매우 깨끗하고 좋았습니다! 바닥두 카펫바닥이 아니라 너무 좋았어요~! 다만 창문이 바깥쪽에서 빗자국이 심해 뷰를 볼 순 없었지만.. 그거는 매번 할수없는 청소니깐요! 실내가 매우 깨끗하고 직원분들도 친절하셔서 그거에 큰 만족을 하였급니다!,생긴지 그리 오래되지 않아서 그런지 매우 깨끗하고 좋았습니다 바닥도 카펫 바닥이 아니라 너무 좋았어요 다만 창문이 바깥쪽에서 빗자국이 심해 경치를 볼 순 없었지만 그거는 매번 할 수 없는 청소니깐요 실내가 매우 깨끗하고 직원분들도 친절하셔서 그거에 큰 만족을 하였 급니다,2020-07-05
2508,호텔 시리우스 제주,5,"깔끔하고 쾌전해서 좋았어요
수영장도 이용하는 사람이 별로 없어서
편하게 이용했어요",깔끔하고 쾌전해서 좋았어요 수영장도 이용하는 사람이 별로 없어서 편하게 이용했어요,2020-07-05
2509,호텔 시리우스 제주,5,실내수영장 이용이 최고~ 호텔투숙객만 이용가능하더라구요~ 넘나 좋았어요,실내수영장 이용이 최고 호텔 투숙객만 이용 가능하더라고요 너무나 좋았어요,2020-07-04
2510,호텔 시리우스 제주,5,가족이랑 보내는데 진짜 여기만큼 좋은데는 없다니깐영?!!,가족이랑 보내는데 진짜 여기만큼 좋은 데는 없다니깐 영,2020-07-03
2511,호텔 시리우스 제주,5,친절하고 무엇보다 위치가 좋음,친절하고 무엇보다 위치가 좋음,2020-06-30
2512,호텔 시리우스 제주,5,"첫날에 묵었는데 넘 좋아서 마지막날에도 묵었습니다.
일단 렌터카  업체 및 공항이랑 가까워서 첫날이나 마지막날에 위치적 장점이 있구요
조식도 깔끔했습니다
침대도 저희랑 잘 맞아서 푹 잤습니다
다음에도 또 이용할 예정입니다더보기",첫날에 묵었는데 너무 좋아서 마지막 날에도 묵었습니다 일단 렌터카  업체 및 공항이랑 가까워서 첫날이나 마지막 날에 위치적 장점이 있고요 조식도 깔끔했습니다 침대도 저희랑 잘 맞아서 푹 잤습니다 다음에도 또 이용할 예정입니다 ,2020-06-30
2513,호텔 시리우스 제주,5,3일동안 잘자고 잘놀았습니다.너무깨끗하고 좋네요,일 동안 잘 자고 잘 놀았습니다 너무 깨끗하고 좋네요,2020-06-29
2514,호텔 시리우스 제주,4,아주 가깝고 친절하고 시설도 좋았어요 ㅎ 수영장에 어린아이들과 가족단위가 정말 많아서 놀랐지만 재밌게 잘 놀았습니다.,아주 가깝고 친절하고 시설도 좋았어요  수영장에 어린아이들과 가족단위가 정말 많아서 놀랐지만 재밌게 잘 놀았습니다,2020-06-28
2515,호텔 시리우스 제주,1,"위치만 가까울 뿐...
숙소는 최악이였네요ㅠㅠ 아침에 자는데 방음이 정말.. 정말 정말 안되나봐요 옆 객실 청소하는게 너무 시끄러워서 제 방으로 들어오는 줄 알고 깼습니다
처음 들어왔을 때도 이상한 찌든내가 나서 불쾌했어요~~ 아침에 씻고 머리 말리는데 드라이기 고장나서 교체하고ㅠㅠ 작은거지만 이런거 하나하나가 불편하고 다신 오고 싶지 않다 생각들었습니다~",위치만 가까울 뿐이 숙소는 최악이었네요 아침에 자는데 방음이 정말 정말 정말 안되나 봐요 옆 객실 청소하는 게 너무 시끄러워서 제 방으로 들어오는 줄 알고 깼습니다 처음 들어왔을 때도 이상한 찌든 내가 나서 불쾌했어요 아침에 씻고 머리 말리는데 드라이기 고장 나서 교체하고 작은 거지만 이런 거 하나하나가 불편하고 다신 오고 싶지 않다 생각 들었습니다,2020-06-27
2516,호텔 시리우스 제주,5,너무깨끗하고 좋아요ㅋㅋ공항이랑도 가깝고 너무좋아요,너무 깨끗하고 좋아요 공항이랑도 가깝고 너무 좋아요,2020-06-23
2517,호텔 시리우스 제주,5,제주공항에서 이보다 가까운 호텔은 아마 없을것 같네요 ㅎ 쾌적하고 좋아요,제주공항에서 이보다 가까운 호텔은 아마 없을 것 같네요  쾌적하고 좋아요,2020-06-22
2518,호텔 시리우스 제주,5,깨끗하고 푹신한 침구 덕분에 편히 쉬었어요! 수영장도 맘에 들어요!,깨끗하고 푹신한 침구 덕분에 편히 쉬었어요 수영장도 맘에 들어요,2020-06-21
2519,호텔 시리우스 제주,5,"다른 후기보니까 소음이 심하다고 하던데 
제가 3일동안 묵었던곳은 도로 반대편 주택가라서 그런가 굉장히 조용했구요 시설도 신설이라 너무 만족했어요! 아침에 수영장 가니까 맑은날씨라 공항이며 전망이 너무 예뻤구요 어메니티도 사용하면 새걸로 채워주시고 전반적인 청결도는 좋았으나 두번째날 침구에 먼지가 조금 많아서 알아보니 환경보존을 목적으로 연박하는 경우 2일에 한번 침구류를 갈아주신데요 ! 만약 매일 교체를 원하시는 경우에는 호텔에 있는 책자? 안에 교체희망하는 카드가 하나있어요! 참고하시고 사용하셔요 ㅎㅎ",다른 후기 보니까 소음이 심하다고 하던데 제가 일 동안 묵었던 곳은 도로 반대편 주택가라서 그런가 굉장히 조용했고요 시설도 신설이라 너무 만족했어요 아침에 수영장 가니까 맑은 날씨라 공항이며 전망이 너무 예뻤고요 어메니티도 사용하면 새 걸로 채워주시고 전반적인 청결 도는 좋았으나 두 번째 날 침구에 먼지가 조금 많아서 알아보니 환경보존을 목적으로 면박하는 경우 일에 한번 침구류를 갈아주신데요  만약 매일 교체를 원하시는 경우에는 호텔에 있는 책자 안에 교체 희망하는 카드가 하나 있어요 참고하시고 사용하셔요 ,2020-06-21
2520,호텔 시리우스 제주,1,"4성급 호텔치고 방음이 너무 별로네요
그냥 대화하고 웃고 있는데 옆방에서 조용해달라고 연락이와서 엄청 예민한 사람들인가보다 했는데, 다음날 아침에 옆방에 청소하는 소리가 그대로 들리더라구요.
화장실 문 여는 소리까지 다 들릴정도니 우리끼리 무슨 얘기했는지도 다 들렸을거같습니다.",성급 호텔치고 방음이 너무 별로네요 그냥 대화하고 웃고 있는데 옆방에서 조용해달라고 연락이 와서 엄청 예민한 사람들인가 보다 했는데 다음날 아침에 옆방에 청소하는 소리가 그대로 들리더라고요 화장실 문 여는 소리까지 다 들릴 정도니 우리끼리 무슨 얘기 했는지도 다 들렸을 거 같습니다,2020-06-19
2521,호텔 시리우스 제주,5,공항이라가깝고 호텔엄청깨끗하고 시설도 좋아요 그런데 수영장 관리하시는분이 약간 귀찮아 하시는모습이 조금 아쉬웠지만 짱좋았어요 다음에도 또갈께요!,공항이라 가깝고 호텔 엄청 깨끗하고 시설도 좋아요 그런데 수영장 관리하시는 분이 약간 귀찮아하시는 모습이 조금 아쉬웠지만 정말 좋았어요 다음에도 또 갈게요,2020-06-18
2522,호텔 시리우스 제주,5,"편안하고 깨끗한 침구, 쾌적해서 굿!",편안하고 깨끗한 침구 쾌적해서 굿,2020-06-15
2523,호텔 시리우스 제주,4,"역시 수영장이 최고인 숙소
수영장 뷰도 좋고 25미터라 거의 일반 실내수영장 수준이라 좋았다. 수영장 샤워시설도 깨끗하고 청결함
한가지 아쉬웠던건 역시 다른 후기대로 방음이 잘 안되는듯. 차소리 조금있구 층간 소음이 있었는데 심한정도는 아니었다.
어메니티도 다 향도 좋았고 전반적으로 만족스러웠던 가성비 좋은 숙소",역시 수영장이 최고인 숙소 수영장 경치도 좋고 미터라 거의 일반 실내수영장 수준이라 좋았다 수영장 샤워시설도 깨끗하고 청결함 한 가지 아쉬웠던 건 역시 다른 후기대로 방음이 잘 안되는 듯 차 소리 조금 있고 층간 소음이 있었는데 심한 정도는 아니었다 어메니티도 다 향도 좋았고 전반적으로 만족스러웠던   구성비   좋은 숙소,2020-06-14
